Race Session (date),Piece,KM,Rigging,Personnel,Result
11/4/2020,3,2,p/s,Dean/Peszek,07:06.0
11/4/2020,3,2,p/s,Wallis/Knippen,07:17.0
11/11/2020,1,2,p/s,Corrigan/Carlson,07:00.0
11/11/2020,1,2,p/s,Best/Grady,07:03.0
11/11/2020,1,2,p/s,Dean/Peszek,07:08.0
11/11/2020,1,2,p/s,Wallis/Davison,07:02.0
11/11/2020,2,2,p/s,Corrigan/Carlson,07:01.0
11/11/2020,2,2,p/s,Best/Grady,07:07.0
11/11/2020,2,2,p/s,Dean/Peszek,07:00.0
11/11/2020,2,2,p/s,Wallis/Davison,07:05.0
11/11/2020,3,2,p/s,Best/Grady,07:00.0
11/11/2020,3,2,p/s,Corrigan/Carlson,07:02.0
11/11/2020,3,2,p/s,Dean/Peszek,07:05.0
11/11/2020,3,2,p/s,Wallis/Davison,07:14.0
11/18/2020,1,2,p/s,Corrigan/Davison,07:00.0
11/18/2020,1,2,p/s,Wallis/Carlson,07:04.0
11/18/2020,1,2,p/s,Mead/Peszek,07:05.0
11/18/2020,1,2,p/s,Weiss/Grady,07:18.0
11/18/2020,1,2,p/s,LeRoux/Knippen,07:32.0
11/18/2020,2,2,p/s,Wallis/Carlson,07:00.0
11/18/2020,2,2,p/s,Corrigan/Davison,07:08.0
11/18/2020,2,2,p/s,Mead/Peszek,07:03.0
11/18/2020,2,2,p/s,Weiss/Grady,07:41.0
11/18/2020,2,2,p/s,LeRoux/Knippen,07:46.0
11/18/2020,3,2,p/s,Corrigan/Davison,07:00.0
11/18/2020,3,2,p/s,Wallis/Carlson,07:010.0
11/18/2020,3,2,p/s,Mead/Peszek,07:05.0
11/18/2020,3,2,p/s,Weiss/Grady,07:40.0
11/18/2020,3,2,p/s,LeRoux/Knippen,07:41.0
11/25/2020,1,2,p/s/p/s,Mead/Peszek/Wallis/Richards,06:20.0
11/25/2020,1,2,p/s/p/s,Bub/Furey/LeRoux/Knippen,06:27.0
11/25/2020,1,2,p/s/p/s,Dethlefs/Davison/Hack/Grady,06:20.0
11/25/2020,1,2,p/s/p/s,Best/Carlson/Corrigan/Miklasevich,06:20.0
11/25/2020,2,2,p/s/p/s,Mead/Peszek/Wallis/Richards,06:24.0
11/25/2020,2,2,p/s/p/s,Dethlefs/Davison/Hack/Grady,06:28.0
11/25/2020,2,2,p/s/p/s,Best/Carlson/Corrigan/Miklasevich,06:27.0
11/25/2020,2,2,p/s/p/s,Bub/Furey/LeRoux/Knippen,06:20.0
11/25/2020,3,2,p/s/p/s,Mead/Peszek/Wallis/Richards,06:20.0
11/25/2020,3,2,p/s/p/s,Dethlefs/Davison/Hack/Grady,06:21.0
11/25/2020,3,2,p/s/p/s,Best/Carlson/Corrigan/Miklasevich,06:25.0
11/25/2020,3,2,p/s/p/s,Bub/Furey/LeRoux/Knippen,06:28.0
11/29/2020,1,2,p/s,Dethlefs/Davison,07:00.0
11/29/2020,1,2,p/s,Wallis/Richards,07:14.0
11/29/2020,1,2,p/s,Best/Miklasevich,07:03.0
11/29/2020,1,2,p/s,Mead/Peszek,07:05.0
11/29/2020,1,2,p/s,Hack/Grady,07:010.0
11/29/2020,1,2,p/s,Corrigan/Carlson,07:19.0
11/29/2020,2,2,p/s,Dethlefs/Davison,07:15.0
11/29/2020,2,2,p/s,Wallis/Richards,07:22.0
11/29/2020,2,2,p/s,Best/Miklasevich,07:02.0
11/29/2020,2,2,p/s,Mead/Peszek,07:00.0
11/29/2020,2,2,p/s,Hack/Grady,07:09.0
11/29/2020,2,2,p/s,Corrigan/Carlson,07:13.0
11/29/2020,3,2,p/s,Dethlefs/Davison,07:010.0
11/29/2020,3,2,p/s,Wallis/Richards,07:31.0
11/29/2020,3,2,p/s,Best/Miklasevich,07:06.0
11/29/2020,3,2,p/s,Mead/Peszek,07:00.0
11/29/2020,3,2,p/s,Hack/Grady,07:010.0
11/29/2020,3,2,p/s,Corrigan/Carlson,07:09.0
12/2/2020,1,2,p/s,Dean/Karwoski,07:00.0
12/2/2020,1,2,p/s,DiSanto/Harrity,07:03.0
12/2/2020,2,2,p/s,DiSanto/Harrity,07:00.0
12/2/2020,2,2,p/s,Dean/Karwoski,07:08.0
12/2/2020,3,2,p/s,Dean/Karwoski,07:00.0
12/2/2020,3,2,p/s,DiSanto/Harrity,07:07.0
12/3/2020,1,2,p/s/p/s,Mead/Peszek/Wallis/Richards,06:20.0
12/3/2020,1,2,p/s/p/s,Best/Carlson/Corrigan/Miklasevich,06:21.2
12/3/2020,1,2,p/s/p/s,Dethlefs/Davison/Hack/Grady,06:20.0
12/3/2020,2,2,p/s/p/s,Dethlefs/Davison/Hack/Grady,06:21.2
12/3/2020,2,2,p/s/p/s,Mead/Peszek/Wallis/Richards,06:22.5
12/3/2020,2,2,p/s/p/s,Best/Carlson/Corrigan/Miklasevich,06:20.0
12/4/2020,1,2,p/s/p/s,Dethlefs/Carlson/Hack/Grady,06:22.0
12/4/2020,1,2,p/s/p/s,Mead/Peszek/Wallis/Richards,06:23.6
12/4/2020,1,2,p/s/p/s,Best/Davison/Corrigan/Miklasevich,06:20.0
12/4/2020,2,2,p/s/p/s,Dethlefs/Grady/Hack/Miklasevich,06:22.2
12/4/2020,2,2,p/s/p/s,Mead/Peszek/Wallis/Richards,06:26.2
12/4/2020,2,2,p/s/p/s,Best/Carlson/Corrigan/Davison,06:20.0
12/5/2020,1,2,p/s/p/s,Hack/Miklasevich/Mead/Peszek,06:22.9
12/5/2020,1,2,p/s/p/s,Dethlefs/Grady/Wallis/Richards,06:26.1
12/5/2020,1,2,p/s/p/s,Best/Carlson/Corrigan/Davison,06:20.0
12/5/2020,2,2,p/s/p/s,Hack/Grady/Mead/Miklasevich,06:21.0
12/5/2020,2,2,p/s/p/s,Dethlefs/Peszek/Wallis/Richards,06:24.8
12/5/2020,2,2,p/s/p/s,Best/Carlson/Corrigan/Davison,06:20.0
12/5/2020,3,2,p/s,Weiss/Reed,07:00.0
12/5/2020,3,2,p/s,Dean/Karwoski,07:01.0
12/5/2020,3,2,p/s,DiSanto/Harrity,07:08.0
12/5/2020,4,2,p/s,Weiss/Reed,07:00.0
12/5/2020,4,2,p/s,Dean/Karwoski,07:04.0
12/5/2020,4,2,p/s,DiSanto/Harrity,07:06.0
12/5/2020,5,2,p/s,Weiss/Reed,07:00.0
12/5/2020,5,2,p/s,DiSanto/Harrity,07:09.0
12/5/2020,5,2,p/s,Dean/Karwoski,07:00.0
12/16/2020,1,2,p/s/p/s,Dethlefs/Davison/Hack/Grady,06:20.0
12/16/2020,1,2,p/s/p/s,Best/Carlson/Corrigan/Miklasevich,06:22.0
12/16/2020,2,2,p/s/p/s,Dethlefs/Davison/Hack/Grady,06:20.0
12/16/2020,2,2,p/s/p/s,Best/Carlson/Corrigan/Miklasevich,06:27.0
12/16/2020,3,2,p/s/p/s,Dethlefs/Davison/Hack/Grady,06:20.0
12/16/2020,3,2,p/s/p/s,Best/Carlson/Corrigan/Miklasevich,06:27.0
12/16/2020,4,2,p/s,Mead/Richards,07:00.0
12/16/2020,4,2,p/s,Dean/Karwoski,07:12.0
12/16/2020,4,2,p/s,Weiss/Reed,07:14.0
12/16/2020,5,2,p/s,Mead/Richards,07:00.0
12/16/2020,5,2,p/s,Dean/Karwoski,07:16.0
12/16/2020,5,2,p/s,Weiss/Reed,07:14.0
12/16/2020,6,2,p/s,Mead/Richards,07:00.0
12/16/2020,6,2,p/s,Dean/Karwoski,07:18.0
12/16/2020,6,2,p/s,Weiss/Reed,07:15.0
1/19/2021,1,2,p/s/p/s,DiSanto/Harrity/Mead/Karwoski,06:20.0
1/19/2021,1,2,p/s/p/s,Dethlefs/Grady/Hack/Miklasevich,06:22.0
1/19/2021,1,2,p/s/p/s,Dean/Peszek/Weiss/Reed,06:24.0
1/19/2021,2,2,p/s/p/s,DiSanto/Harrity/Mead/Karwoski,06:20.0
1/19/2021,2,2,p/s/p/s,Dethlefs/Grady/Hack/Miklasevich,06:24.0
1/19/2021,2,2,p/s/p/s,Dean/Peszek/Weiss/Reed,06:26.0
1/19/2021,3,2,p/s/p/s,Dethlefs/Grady/Hack/Miklasevich,06:20.0
1/19/2021,3,2,p/s/p/s,DiSanto/Harrity/Mead/Karwoski,06:22.0
1/19/2021,3,2,p/s/p/s,Dean/Peszek/Weiss/Reed,06:21.0
1/19/2021,4,2,p/s/p/s,Dethlefs/Grady/Hack/Miklasevich,06:20.0
1/19/2021,4,2,p/s/p/s,DiSanto/Harrity/Mead/Karwoski,06:23.0
1/19/2021,4,2,p/s/p/s,Dean/Peszek/Weiss/Reed,06:25.0
1/19/2021,5,2,p/s,Wallis/Richards,07:00.0
1/19/2021,5,2,p/s,Best/Carlson,07:07.0
1/19/2021,6,2,p/s,Corrigan/Davison,07:00.0
1/19/2021,6,2,p/s,Best/Carlson,07:15.0
1/19/2021,7,2,p/s,Wallis/Richards,07:00.0
1/19/2021,7,2,p/s,Best/Carlson,07:07.0
1/19/2021,8,2,p/s,Best/Carlson,07:00.0
1/19/2021,8,2,p/s,Corrigan/Davison,07:01.0
1/19/2021,8,2,p/s,Wallis/Richards,07:01.0
1/26/2021,1,2,p/s/p/s,Hack/Miklasevich/Weiss/Reed,06:20.0
1/26/2021,1,2,p/s/p/s,Mead/Harrity/Wallis/Karwoski,06:29.0
1/26/2021,1,2,p/s/p/s,Dean/Peszek/DiSanto/Richards,06:32.0
1/26/2021,1,2,p/s/p/s,Best/Carlson/Corrigan/Davison,06:24.0
1/26/2021,2,2,p/s/p/s,Mead/Harrity/Wallis/Karwoski,06:20.0
1/26/2021,2,2,p/s/p/s,Hack/Miklasevich/Weiss/Reed,06:24.0
1/26/2021,2,2,p/s/p/s,Dean/Peszek/DiSanto/Richards,06:23.0
1/26/2021,2,2,p/s/p/s,Best/Carlson/Corrigan/Davison,06:26.0
1/26/2021,3,2,p/s/p/s,Hack/Miklasevich/Weiss/Reed,06:20.0
1/26/2021,3,2,p/s/p/s,Mead/Harrity/Wallis/Karwoski,06:27.0
1/26/2021,3,2,p/s/p/s,Dean/Peszek/DiSanto/Richards,06:23.0
1/26/2021,3,2,p/s/p/s,Best/Carlson/Corrigan/Davison,06:25.0
1/26/2021,4,2,p/s/p/s,Hack/Miklasevich/Weiss/Reed,06:20.0
1/26/2021,4,2,p/s/p/s,Mead/Harrity/Wallis/Karwoski,06:26.0
1/26/2021,4,2,p/s/p/s,Dean/Peszek/DiSanto/Richards,06:27.0
1/26/2021,4,2,p/s/p/s,Best/Carlson/Corrigan/Davison,06:28.0
1/29/2021,1,2,p/s/p/s,Best/Carlson/Corrigan/Davison,06:20.0
1/29/2021,1,2,p/s/p/s,Dean/Peszek/DiSanto/Richards,06:21.1
1/29/2021,2,2,p/s/p/s,Dean/Peszek/DiSanto/Richards,06:20.0
1/29/2021,2,2,p/s/p/s,Mead/Harrity/Wallis/Karwoski,06:24.0
1/29/2021,3,2,p/s,Weiss/Reed,07:00.0
1/29/2021,3,2,p/s,Dethlefs/Grady,07:03.9
2/5/2021,1,2,p/s/p/s,Best/Davison/Corrigan/Grady,06:20.0
2/5/2021,1,2,p/s/p/s,Dethlefs/Karwoski/Hack/Miklasevich,06:20.7
2/5/2021,1,2,p/s/p/s,Dean/Harrity/DiSanto/Peszek,06:21.3
2/5/2021,1,2,p/s/p/s,Mead/Reed/Weiss/Richards,06:20.0
2/5/2021,2,2,p/s/p/s,Best/Davison/Corrigan/Grady,06:20.0
2/5/2021,2,2,p/s/p/s,Mead/Reed/Weiss/Richards,06:20.7
2/5/2021,2,2,p/s/p/s,Dethlefs/Karwoski/Hack/Miklasevich,06:20.1
2/5/2021,2,2,p/s/p/s,Dean/Harrity/DiSanto/Peszek,06:27.8
2/12/2021,1,2,p/s/p/s,Corrigan/Davison/Weiss/Reed,06:20.0
2/12/2021,1,2,p/s/p/s,Dean/Peszek/Mead/Richards,06:26.8
2/12/2021,1,2,p/s/p/s,DiSanto/Karwoski/Hack/Miklasevich,06:22.9
2/12/2021,2,2,p/s/p/s,Corrigan/Davison/Weiss/Reed,06:20.0
2/12/2021,2,2,p/s/p/s,Dean/Peszek/Mead/Richards,06:28.4
2/12/2021,2,2,p/s/p/s,DiSanto/Karwoski/Hack/Miklasevich,06:23.8
2/12/2021,3,2,p/s,Best/Grady,07:00.0
2/12/2021,3,2,p/s,Wallis/Carlson,07:01.1
2/12/2021,3,2,p/s,Dethlefs/Harrity,07:02.1
2/12/2021,4,2,p/s,Best/Grady,07:00.0
2/12/2021,4,2,p/s,Wallis/Carlson,07:00.5
2/12/2021,4,2,p/s,Dethlefs/Harrity,07:03.0
2/19/2021,1,2,p/s/p/s,Corrigan/Carlson/Wallis/Davison,06:21.9
2/19/2021,1,2,p/s/p/s,Dethlefs/Harrity/Mead/Richards,06:25.9
2/19/2021,1,2,p/s/p/s,Best/Grady/Hack/Miklasevich,06:20.0
2/19/2021,2,2,p/s/p/s,Corrigan/Carlson/Wallis/Davison,06:20.0
2/19/2021,2,2,p/s/p/s,Dethlefs/Harrity/Mead/Richards,06:29.2
2/19/2021,2,2,p/s/p/s,Best/Grady/Hack/Miklasevich,06:20.1
2/19/2021,3,2,p/s,DiSanto/Peszek,07:00.0
2/19/2021,3,2,p/s,Dean/Reed,07:02.1
2/19/2021,3,2,p/s,Weiss/Karwoski,07:02.7
2/19/2021,4,2,p/s,Dean/Reed,07:00.0
2/19/2021,4,2,p/s,DiSanto/Peszek,07:00.6
2/19/2021,4,2,p/s,Weiss/Karwoski,07:09.1
2/25/2021,1,2,p/s/p/s,Corrigan/Carlson/Dean/Davison,06:20.0
2/25/2021,1,2,p/s/p/s,Wallis/Harrity/Weiss/Reed,06:20.1
2/25/2021,1,2,p/s/p/s,DiSanto/Peszek/Mead/Richards,06:21.1
2/25/2021,1,2,p/s/p/s,Dethlefs/Karwoski/Hack/Miklasevich,06:20.7
2/25/2021,2,2,p/s/p/s,Corrigan/Davison/Dean/Harrity,06:20.0
2/25/2021,2,2,p/s/p/s,Wallis/Carlson/Weiss/Reed,06:24.0
2/25/2021,2,2,p/s/p/s,DiSanto/Karwoski/Mead/Richards,06:20.3
2/25/2021,2,2,p/s/p/s,Dethlefs/Miklasevich/Hack/Peszek,06:25.1
3/5/2021,1,2,p/s/p/s,Corrigan/Davison/DiSanto/Karwoski,06:20.0
3/5/2021,1,2,p/s/p/s,Dean/Peszek/Weiss/Reed,06:21.9
3/5/2021,2,2,p/s/p/s,Corrigan/Davison/Weiss/Reed,06:20.0
3/5/2021,2,2,p/s/p/s,Dean/Karwoski/DiSanto/Peszek,06:22.7
3/9/2021,1,2,p/s/p/s,Best/Carlson/Corrigan/Davison,06:20.0
3/9/2021,1,2,p/s/p/s,Dean/Karwoski/Mead/Richards,06:21.3
3/9/2021,1,2,p/s/p/s,Wallis/Harrity/Weiss/Reed,06:22.3
3/9/2021,1,2,p/s/p/s,Dethlefs/Grady/Hack/Miklasevich,06:26.4
3/9/2021,2,2,p/s/p/s,Best/Carlson/Corrigan/Davison,06:21.9
3/9/2021,2,2,p/s/p/s,Dean/Karwoski/Mead/Richards,06:25.0
3/9/2021,2,2,p/s/p/s,Dethlefs/Grady/Wallis/Harrity,06:21.8
3/9/2021,2,2,p/s/p/s,Hack/Miklasevich/Weiss/Reed,06:20.0
3/12/2021,1,2,p/s/p/s/p/s/p/s,Corrigan/Carlson/Dean/Davison/Mead/Reed/Weiss/Richards,05:30.0
3/12/2021,1,2,p/s/p/s/p/s/p/s,Best/Grady/Dethlefs/Harrity/Hack/Karwoski/Wallis/Miklasevich,05:32.2
3/12/2021,2,2,p/s/p/s/p/s/p/s,Best/Grady/Dethlefs/Harrity/Hack/Karwoski/Mead/Miklasevich,05:30.0
3/12/2021,2,2,p/s/p/s/p/s/p/s,Corrigan/Carlson/Dean/Davison/Wallis/Reed/Weiss/Richards,05:32.1
3/20/2021,1,2,p/s,Wallis/Carlson,07:04.0
3/20/2021,1,2,p/s,Best/Grady,07:06.0
3/20/2021,1,2,p/s,Dean/Karwoski,07:13.0
3/20/2021,1,2,p/s,Mead/Richards,07:12.0
3/20/2021,1,2,p/s,Hack/Miklasevich,07:05.0
3/20/2021,1,2,p/s,Corrigan/Harrity,07:00.0
3/20/2021,1,2,p/s,Weiss/Reed,07:010.0
3/20/2021,1,2,p/s,Dethlefs/Davison,07:15.0
3/20/2021,2,2,p/s,Wallis/Carlson,07:13.0
3/20/2021,2,2,p/s,Best/Grady,07:19.0
3/20/2021,2,2,p/s,Dean/Karwoski,07:14.0
3/20/2021,2,2,p/s,Hack/Miklasevich,07:08.0
3/20/2021,2,2,p/s,Corrigan/Harrity,07:00.0
3/20/2021,2,2,p/s,Weiss/Reed,07:05.0
3/20/2021,2,2,p/s,Dethlefs/Davison,07:12.0
3/20/2021,3,2,p/s,Wallis/Carlson,07:07.0
3/20/2021,3,2,p/s,Best/Grady,07:12.0
3/20/2021,3,2,p/s,Dean/Karwoski,07:08.0
3/20/2021,3,2,p/s,Mead/Richards,07:02.0
3/20/2021,3,2,p/s,Hack/Miklasevich,07:09.0
3/20/2021,3,2,p/s,Corrigan/Harrity,07:00.0
3/20/2021,3,2,p/s,Weiss/Reed,07:06.0
3/20/2021,3,2,p/s,Dethlefs/Davison,07:18.0
3/24/2021,1,2,p/s/p/s,Corrigan/Davison/Mead/Richards,06:25.0
3/24/2021,1,2,p/s/p/s,Best/Carlson/Dean/Grady,06:33.0
3/24/2021,1,2,p/s/p/s,Hack/Miklasevich/Weiss/Reed,06:24.0
3/24/2021,1,2,p/s/p/s,Dethlefs/Harrity/Wallis/Karwoski,06:20.0
3/24/2021,2,2,p/s/p/s,Corrigan/Davison/Mead/Richards,06:20.0
3/24/2021,2,2,p/s/p/s,Best/Carlson/Dean/Grady,06:29.0
3/24/2021,2,2,p/s/p/s,Dethlefs/Harrity/Wallis/Karwoski,06:26.0
3/24/2021,2,2,p/s/p/s,Hack/Miklasevich/Weiss/Reed,06:20.0
3/24/2021,3,2,p/s/p/s,Corrigan/Davison/Mead/Richards,06:20.0
3/24/2021,3,2,p/s/p/s,Hack/Miklasevich/Weiss/Reed,06:25.0
3/24/2021,3,2,p/s/p/s,Best/Carlson/Dean/Grady,06:37.0
3/24/2021,3,2,p/s/p/s,Dethlefs/Harrity/Wallis/Karwoski,06:36.0
3/31/2021,1,2,p/s/p/s,Bub/Furey/Gaard/Knippen,06:20.0
3/31/2021,1,2,p/s/p/s,Corrigan/Davison/Mead/Richards,06:20.2
3/31/2021,1,2,p/s/p/s,Dethlefs/Carlson/Wallis/Harrity,06:28.1
3/31/2021,1,2,p/s/p/s,Best/Grady/Dean/Karwoski,06:23.3
3/31/2021,1,2,p/s/p/s,Hack/Miklasevich/Weiss/Reed,06:25.4
3/31/2021,2,2,p/s/p/s,Bub/Furey/Gaard/Knippen,06:20.0
3/31/2021,2,2,p/s/p/s,Corrigan/Davison/Mead/Richards,06:22.8
3/31/2021,2,2,p/s/p/s,Dethlefs/Carlson/Wallis/Harrity,06:29.0
3/31/2021,2,2,p/s/p/s,Best/Grady/Dean/Karwoski,06:31.3
3/31/2021,2,2,p/s/p/s,Hack/Miklasevich/Weiss/Reed,06:23.3
4/2/2021,1,2,p/s/p/s,Best/Davison/Corrigan/Harrity,06:20.0
4/2/2021,1,2,p/s/p/s,Dean/Carlson/Wallis/Grady,06:24.0
4/2/2021,1,2,p/s/p/s,Hack/Karwoski/Weiss/Richards,06:24.7
4/2/2021,1,2,p/s/p/s,Dethlefs/Miklasevich/Mead/Reed,06:20.7
4/2/2021,2,2,p/s/p/s,Corrigan/Davison/Wallis/Harrity,06:20.0
4/2/2021,2,2,p/s/p/s,Best/Carlson/Dean/Grady,06:22.2
4/2/2021,2,2,p/s/p/s,Dethlefs/Karwoski/Hack/Richards,06:32.9
4/2/2021,2,2,p/s/p/s,Mead/Miklasevich/Weiss/Reed,06:24.6
4/7/2021,1,2,p/s/p/s,Best/Davison/Corrigan/Miklasevich,06:36.0
4/7/2021,1,2,p/s/p/s,Hack/Harrity/Mead/Richards,06:42.0
4/7/2021,1,2,p/s/p/s,Dean/Karwoski/Weiss/Reed,06:20.0
4/7/2021,1,2,p/s/p/s,Dethlefs/Carlson/Wallis/Grady,06:20.0
4/7/2021,2,2,p/s/p/s,Best/Davison/Corrigan/Miklasevich,06:32.8
4/7/2021,2,2,p/s/p/s,Hack/Harrity/Mead/Richards,06:36.8
4/7/2021,2,2,p/s/p/s,Dean/Karwoski/Weiss/Reed,06:21.5
4/7/2021,2,2,p/s/p/s,Dethlefs/Carlson/Wallis/Grady,06:20.0
4/7/2021,3,2,p/s/p/s,Best/Davison/Corrigan/Miklasevich,06:32.5
4/7/2021,3,2,p/s/p/s,Hack/Harrity/Mead/Richards,06:43.5
4/7/2021,3,2,p/s/p/s,Dean/Karwoski/Weiss/Reed,06:20.0
4/7/2021,3,2,p/s/p/s,Dethlefs/Carlson/Wallis/Grady,06:20.5
4/10/2021,1,2,p/s/p/s,Best/Davison/Corrigan/Miklasevich,06:28.7
4/10/2021,1,2,p/s/p/s,Hack/Harrity/Mead/Richards,06:30.1
4/10/2021,1,2,p/s/p/s,Dean/Karwoski/Weiss/Reed,06:20.0
4/10/2021,1,2,p/s/p/s,Dethlefs/Carlson/Wallis/Grady,06:24.0
4/10/2021,2,2,p/s/p/s,Hack/Harrity/Mead/Miklasevich,06:32.6
4/10/2021,2,2,p/s/p/s,Best/Davison/Corrigan/Richards,06:33.3
4/10/2021,2,2,p/s/p/s,Wallis/Carlson/Weiss/Reed,06:20.0
4/10/2021,2,2,p/s/p/s,Dean/Grady/Dethlefs/Karwoski,06:24.1
4/12/2021,1,2,p/s/p/s,Mead/Karwoski/Wallis/Richards,06:30.8
4/12/2021,1,2,p/s/p/s,Dethlefs/Grady/Hack/Miklasevich,06:32.8
4/12/2021,1,2,p/s/p/s,Corrigan/Davison/Weiss/Harrity,06:20.0
4/12/2021,1,2,p/s/p/s,Best/Carlson/Dean/Reed,06:25.0
4/12/2021,2,2,p/s/p/s,Hack/Grady/Wallis/Miklasevich,06:32.4
4/12/2021,2,2,p/s/p/s,Dethlefs/Karwoski/Mead/Richards,06:34.4
4/12/2021,2,2,p/s/p/s,Corrigan/Carlson/Weiss/Davison,06:20.0
4/12/2021,2,2,p/s/p/s,Best/Harrity/Dean/Reed,06:22.5
4/15/2021,1,2,p/s/p/s,Best/Carlson/Corrigan/Grady,06:20.0
4/15/2021,1,2,p/s/p/s,Mead/Davison/Wallis/Richards,06:31.9
4/15/2021,1,2,p/s/p/s,Dethlefs/Harrity/Hack/Miklasevich,06:31.6
4/15/2021,2,2,p/s/p/s,Corrigan/Karwoski/Weiss/Reed,06:20.0
4/15/2021,2,2,p/s/p/s,Hack/Davison/Wallis/Miklasevich,06:36.7
4/15/2021,2,2,p/s/p/s,Dethlefs/Harrity/Mead/Richards,06:36.7
4/18/2021,1,2,p/s/p/s,Hack/Davison/Wallis/Miklasevich,06:30.0
4/18/2021,1,2,p/s/p/s,Dethlefs/Harrity/Mead/Richards,06:30.8
4/18/2021,1,2,p/s/p/s,Best/Grady/Corrigan/Karwoski,06:20.0
4/18/2021,1,2,p/s/p/s,Dean/Carlson/Weiss/Reed,06:24.6
4/18/2021,2,2,p/s/p/s,Mead/Harrity/Wallis/Richards,06:32.0
4/18/2021,2,2,p/s/p/s,Dethlefs/Davison/Hack/Miklasevich,06:33.5
4/18/2021,2,2,p/s/p/s,Best/Carlson/Corrigan/Grady,06:20.0
4/18/2021,2,2,p/s/p/s,Dean/Karwoski/Weiss/Reed,06:20.3
4/21/2021,1,2,p/s/p/s/p/s/p/s,Best/Grady/Dethlefs/Harrity/Hack/Miklasevich/Mead/Richards,05:30.0
4/21/2021,1,2,p/s/p/s/p/s/p/s,Corrigan/Carlson/Dean/Davison/Wallis/Karwoski/Weiss/Reed,05:30.6
4/24/2021,1,2,p/s/p/s,Dean/Karwoski/Weiss/Reed,06:20.0
4/24/2021,1,2,p/s/p/s,Dethlefs/Carlson/Wallis/Grady,06:24.5
4/24/2021,2,2,p/s/p/s,Wallis/Karwoski/Weiss/Reed,06:20.0
4/24/2021,2,2,p/s/p/s,Best/Grady/Dean/Richards,06:22.3
4/28/2021,1,2,p/s/p/s,Dethlefs/Grady/Mead/Richards,06:22.2
4/28/2021,1,2,p/s/p/s,Best/Carlson/Corrigan/Karwoski,06:23.4
4/28/2021,1,2,p/s/p/s,Dean/Harrity/Wallis/Reed,06:20.0
4/28/2021,2,2,p/s/p/s,Best/Carlson/Corrigan/Grady,06:20.0
4/28/2021,2,2,p/s/p/s,Dethlefs/Karwoski/Mead/Richards,06:21.3
4/28/2021,2,2,p/s/p/s,Dean/Harrity/Wallis/Reed,06:21.0
5/1/2021,1,2,p/s/p/s,Best/Davison/Hack/Grady,06:20.6
5/1/2021,1,2,p/s/p/s,Mead/Karwoski/Wallis/Richards,06:20.8
5/1/2021,1,2,p/s/p/s,Dean/Harrity/Weiss/Reed,06:20.0
5/1/2021,2,2,p/s/p/s,Mead/Harrity/Wallis/Karwoski,06:22.0
5/1/2021,2,2,p/s/p/s,Best/Davison/Hack/Grady,06:25.7
5/1/2021,2,2,p/s/p/s,Dean/Reed/Weiss/Richards,06:20.0
5/5/2021,1,2,p/s/p/s,Dean/Grady/Weiss/Reed,06:20.0
5/5/2021,1,2,p/s/p/s,Corrigan/Davison/Mead/Richards,06:21.5
5/5/2021,1,2,p/s/p/s,Best/Carlson/Wallis/Harrity,06:26.8
5/5/2021,1,2,p/s/p/s,Dethlefs/Karwoski/Hack/Miklasevich,06:24.0
5/5/2021,2,2,p/s/p/s,Corrigan/Davison/Mead/Richards,06:20.0
5/5/2021,2,2,p/s/p/s,Dean/Grady/Weiss/Reed,06:20.2
5/5/2021,2,2,p/s/p/s,Best/Harrity/Wallis/Karwoski,06:22.8
5/5/2021,2,2,p/s/p/s,Dethlefs/Carlson/Hack/Miklasevich,06:23.0
5/7/2021,1,2,p/s/p/s,Best/Grady/Corrigan/Richards,06:20.0
5/7/2021,1,2,p/s/p/s,Dean/Karwoski/Weiss/Reed,06:21.1
5/7/2021,2,2,p/s/p/s,Corrigan/Grady/Weiss/Richards,06:20.0
5/7/2021,2,2,p/s/p/s,Best/Karwoski/Dean/Reed,06:23.2
5/8/2021,1,2,p/s/p/s/p/s/p/s,Best/Grady/Hack/Harrity/Mead/Karwoski/Wallis/Miklasevich,05:30.0
5/8/2021,1,2,p/s/p/s/p/s/p/s,Corrigan/Carlson/Dean/Davison/Dethlefs/Reed/Weiss/Richards,05:31.0
5/12/2021,1,2,p/s,Corrigan/Harrity,07:04.0
5/12/2021,1,2,p/s,Mead/Richards,07:17.0
5/12/2021,1,2,p/s,Hack/Miklasevich,07:19.0
5/12/2021,1,2,p/s,Best/Davison,07:16.0
5/12/2021,1,2,p/s,Dean/Grady,07:22.0
5/12/2021,1,2,p/s,Wallis/Carlson,07:31.0
5/12/2021,1,2,p/s,Weiss/Karwoski,07:00.0
5/12/2021,1,2,p/s,Dethlefs/Reed,07:04.0
5/12/2021,2,2,p/s,Corrigan/Harrity,07:05.0
5/12/2021,2,2,p/s,Mead/Richards,07:08.0
5/12/2021,2,2,p/s,Hack/Miklasevich,07:010.0
5/12/2021,2,2,p/s,Best/Davison,07:16.0
5/12/2021,2,2,p/s,Dean/Grady,07:24.0
5/12/2021,2,2,p/s,Wallis/Carlson,07:20.0
5/12/2021,2,2,p/s,Weiss/Karwoski,07:00.0
5/12/2021,2,2,p/s,Dethlefs/Reed,07:05.0
5/12/2021,3,2,p/s,Corrigan/Harrity,07:00.0
5/12/2021,3,2,p/s,Mead/Richards,07:14.0
5/12/2021,3,2,p/s,Hack/Miklasevich,07:16.0
